Språk,Wikipedia-sida,Extern länk,Wikipedia-länk,Domän,lang_code,lang_name,domain,wiki,year,legacy_dspace,status,error,elapsed,is_broken,repair_reason,migration_hint
da,Josef Svennung,http://samla.raa.se/xmlui/bitstream/handle/raa/2072/1969_099.pdf?sequence=1,https://da.wikipedia.org/wiki/Josef_Svennung,raa.se,da,dansk,samla.raa.se,,2072,True,404.0,,0.072064,True,RAA DSpace XMLUI migration,https://samla.raa.se/discover?query=1969_099.pdf%3Fsequence%3D1
da,Stednavn,http://samla.raa.se/xmlui/bitstream/handle/raa/592/1911_175.pdf?sequence=1,https://da.wikipedia.org/wiki/Stednavn,raa.se,da,dansk,samla.raa.se,,1911,True,404.0,,0.070647,True,RAA DSpace XMLUI migration,https://samla.raa.se/discover?query=1911_175.pdf%3Fsequence%3D1
da,Stednavn,http://samla.raa.se/xmlui/bitstream/handle/raa/2516/1984_165.pdf?sequence=1,https://da.wikipedia.org/wiki/Stednavn,raa.se,da,dansk,samla.raa.se,,1984,True,404.0,,0.066711,True,RAA DSpace XMLUI migration,https://samla.raa.se/discover?query=1984_165.pdf%3Fsequence%3D1
da,Stednavn,http://samla.raa.se/xmlui/bitstream/handle/raa/634/1915_001.pdf?sequence=1,https://da.wikipedia.org/wiki/Stednavn,raa.se,da,dansk,samla.raa.se,,1915,True,404.0,,0.07713,True,RAA DSpace XMLUI migration,https://samla.raa.se/discover?query=1915_001.pdf%3Fsequence%3D1
da,Birger Nerman,http://samla.raa.se/xmlui/bitstream/handle/raa/1011/1932_119.pdf?sequence=1,https://da.wikipedia.org/wiki/Birger_Nerman,raa.se,da,dansk,samla.raa.se,,1932,True,404.0,,0.077833,True,RAA DSpace XMLUI migration,https://samla.raa.se/discover?query=1932_119.pdf%3Fsequence%3D1
da,Birger Nerman,http://samla.raa.se/xmlui/bitstream/handle/raa/1025/1933_370.pdf?sequence=1,https://da.wikipedia.org/wiki/Birger_Nerman,raa.se,da,dansk,samla.raa.se,,1933,True,404.0,,0.072506,True,RAA DSpace XMLUI migration,https://samla.raa.se/discover?query=1933_370.pdf%3Fsequence%3D1
da,Birger Nerman,http://samla.raa.se/xmlui/bitstream/handle/raa/1342/1943_162.pdf?sequence=1,https://da.wikipedia.org/wiki/Birger_Nerman,raa.se,da,dansk,samla.raa.se,,1943,True,404.0,,0.073956,True,RAA DSpace XMLUI migration,https://samla.raa.se/discover?query=1943_162.pdf%3Fsequence%3D1
da,Birger Nerman,http://samla.raa.se/xmlui/bitstream/handle/raa/1606/1951_252.pdf?sequence=1,https://da.wikipedia.org/wiki/Birger_Nerman,raa.se,da,dansk,samla.raa.se,,1951,True,404.0,,0.073372,True,RAA DSpace XMLUI migration,https://samla.raa.se/discover?query=1951_252.pdf%3Fsequence%3D1
da,Birger Nerman,http://samla.raa.se/xmlui/bitstream/handle/raa/1679/1953_123.pdf?sequence=1,https://da.wikipedia.org/wiki/Birger_Nerman,raa.se,da,dansk,samla.raa.se,,1953,True,404.0,,0.071058,True,RAA DSpace XMLUI migration,https://samla.raa.se/discover?query=1953_123.pdf%3Fsequence%3D1
da,Birger Nerman,http://samla.raa.se/xmlui/bitstream/handle/raa/1729/1955_191.pdf?sequence=1,https://da.wikipedia.org/wiki/Birger_Nerman,raa.se,da,dansk,samla.raa.se,,1955,True,404.0,,0.076564,True,RAA DSpace XMLUI migration,https://samla.raa.se/discover?query=1955_191.pdf%3Fsequence%3D1
da,Birger Nerman,http://samla.raa.se/xmlui/bitstream/handle/raa/1722/1955_209.pdf?sequence=1,https://da.wikipedia.org/wiki/Birger_Nerman,raa.se,da,dansk,samla.raa.se,,1955,True,404.0,,0.073746,True,RAA DSpace XMLUI migration,https://samla.raa.se/discover?query=1955_209.pdf%3Fsequence%3D1
da,Birger Nerman,http://samla.raa.se/xmlui/bitstream/handle/raa/1904/1962_074.pdf?sequence=1,https://da.wikipedia.org/wiki/Birger_Nerman,raa.se,da,dansk,samla.raa.se,,1904,True,404.0,,0.070964,True,RAA DSpace XMLUI migration,https://samla.raa.se/discover?query=1962_074.pdf%3Fsequence%3D1
da,Birger Nerman,http://samla.raa.se/xmlui/bitstream/handle/raa/1753/1956_148.pdf?sequence=1,https://da.wikipedia.org/wiki/Birger_Nerman,raa.se,da,dansk,samla.raa.se,,1956,True,404.0,,0.066435,True,RAA DSpace XMLUI migration,https://samla.raa.se/discover?query=1956_148.pdf%3Fsequence%3D1
da,Birger Nerman,http://samla.raa.se/xmlui/bitstream/handle/raa/1903/1962_041.pdf?sequence=1,https://da.wikipedia.org/wiki/Birger_Nerman,raa.se,da,dansk,samla.raa.se,,1903,True,404.0,,0.070231,True,RAA DSpace XMLUI migration,https://samla.raa.se/discover?query=1962_041.pdf%3Fsequence%3D1
da,Birger Nerman,http://samla.raa.se/xmlui/bitstream/handle/raa/2017/1967_093.pdf?sequence=1,https://da.wikipedia.org/wiki/Birger_Nerman,raa.se,da,dansk,samla.raa.se,,2017,True,404.0,,0.071519,True,RAA DSpace XMLUI migration,https://samla.raa.se/discover?query=1967_093.pdf%3Fsequence%3D1
da,Birger Nerman,http://samla.raa.se/xmlui/bitstream/handle/raa/2069/1969_090.pdf?sequence=1,https://da.wikipedia.org/wiki/Birger_Nerman,raa.se,da,dansk,samla.raa.se,,2069,True,404.0,,0.077535,True,RAA DSpace XMLUI migration,https://samla.raa.se/discover?query=1969_090.pdf%3Fsequence%3D1
da,Birger Nerman,http://samla.raa.se/xmlui/bitstream/handle/raa/670/1918_065.pdf?sequence=1,https://da.wikipedia.org/wiki/Birger_Nerman,raa.se,da,dansk,samla.raa.se,,1918,True,404.0,,0.074762,True,RAA DSpace XMLUI migration,https://samla.raa.se/discover?query=1918_065.pdf%3Fsequence%3D1
da,Birger Nerman,http://samla.raa.se/xmlui/bitstream/handle/raa/973/1931_242.pdf?sequence=1,https://da.wikipedia.org/wiki/Birger_Nerman,raa.se,da,dansk,samla.raa.se,,1931,True,404.0,,0.069705,True,RAA DSpace XMLUI migration,https://samla.raa.se/discover?query=1931_242.pdf%3Fsequence%3D1
da,Birger Nerman,http://samla.raa.se/xmlui/bitstream/handle/raa/1100/1935_366.pdf?sequence=1,https://da.wikipedia.org/wiki/Birger_Nerman,raa.se,da,dansk,samla.raa.se,,1935,True,404.0,,0.078186,True,RAA DSpace XMLUI migration,https://samla.raa.se/discover?query=1935_366.pdf%3Fsequence%3D1
da,Birger Nerman,http://samla.raa.se/xmlui/bitstream/handle/raa/1253/1940_312.pdf?sequence=1,https://da.wikipedia.org/wiki/Birger_Nerman,raa.se,da,dansk,samla.raa.se,,1940,True,404.0,,0.076029,True,RAA DSpace XMLUI migration,https://samla.raa.se/discover?query=1940_312.pdf%3Fsequence%3D1
da,Birger Nerman,http://samla.raa.se/xmlui/bitstream/handle/raa/1318/1942_222.pdf?sequence=1,https://da.wikipedia.org/wiki/Birger_Nerman,raa.se,da,dansk,samla.raa.se,,1942,True,404.0,,0.070956,True,RAA DSpace XMLUI migration,https://samla.raa.se/discover?query=1942_222.pdf%3Fsequence%3D1
da,Birger Nerman,http://samla.raa.se/xmlui/bitstream/handle/raa/1665/1953_030.pdf?sequence=1,https://da.wikipedia.org/wiki/Birger_Nerman,raa.se,da,dansk,samla.raa.se,,1953,True,404.0,,0.077266,True,RAA DSpace XMLUI migration,https://samla.raa.se/discover?query=1953_030.pdf%3Fsequence%3D1
da,Birger Nerman,http://samla.raa.se/xmlui/bitstream/handle/raa/926/1930_114.pdf?sequence=1,https://da.wikipedia.org/wiki/Birger_Nerman,raa.se,da,dansk,samla.raa.se,,1930,True,404.0,,0.077843,True,RAA DSpace XMLUI migration,https://samla.raa.se/discover?query=1930_114.pdf%3Fsequence%3D1
da,Birger Nerman,http://samla.raa.se/xmlui/bitstream/handle/raa/1046/1934_084.pdf?sequence=1,https://da.wikipedia.org/wiki/Birger_Nerman,raa.se,da,dansk,samla.raa.se,,1934,True,404.0,,0.071789,True,RAA DSpace XMLUI migration,https://samla.raa.se/discover?query=1934_084.pdf%3Fsequence%3D1
da,Birger Nerman,http://samla.raa.se/xmlui/bitstream/handle/raa/1840/1959_041.pdf?sequence=1,https://da.wikipedia.org/wiki/Birger_Nerman,raa.se,da,dansk,samla.raa.se,,1959,True,404.0,,0.075706,True,RAA DSpace XMLUI migration,https://samla.raa.se/discover?query=1959_041.pdf%3Fsequence%3D1
da,Birger Nerman,http://samla.raa.se/xmlui/bitstream/handle/raa/1967/1964_298.pdf?sequence=1,https://da.wikipedia.org/wiki/Birger_Nerman,raa.se,da,dansk,samla.raa.se,,1967,True,404.0,,0.073175,True,RAA DSpace XMLUI migration,https://samla.raa.se/discover?query=1964_298.pdf%3Fsequence%3D1
da,Birger Nerman,http://samla.raa.se/xmlui/bitstream/handle/raa/663/1917_226.pdf?sequence=1,https://da.wikipedia.org/wiki/Birger_Nerman,raa.se,da,dansk,samla.raa.se,,1917,True,404.0,,0.071641,True,RAA DSpace XMLUI migration,https://samla.raa.se/discover?query=1917_226.pdf%3Fsequence%3D1
da,Birger Nerman,http://samla.raa.se/xmlui/bitstream/handle/raa/686/1919_143.pdf?sequence=1,https://da.wikipedia.org/wiki/Birger_Nerman,raa.se,da,dansk,samla.raa.se,,1919,True,404.0,,0.07436,True,RAA DSpace XMLUI migration,https://samla.raa.se/discover?query=1919_143.pdf%3Fsequence%3D1
da,Birger Nerman,http://samla.raa.se/xmlui/bitstream/handle/raa/923/1930_178.pdf?sequence=1,https://da.wikipedia.org/wiki/Birger_Nerman,raa.se,da,dansk,samla.raa.se,,1930,True,404.0,,0.073097,True,RAA DSpace XMLUI migration,https://samla.raa.se/discover?query=1930_178.pdf%3Fsequence%3D1
da,Birger Nerman,http://samla.raa.se/xmlui/bitstream/handle/raa/943/1930_365.pdf?sequence=1,https://da.wikipedia.org/wiki/Birger_Nerman,raa.se,da,dansk,samla.raa.se,,1930,True,404.0,,0.067494,True,RAA DSpace XMLUI migration,https://samla.raa.se/discover?query=1930_365.pdf%3Fsequence%3D1
da,Birger Nerman,http://samla.raa.se/xmlui/bitstream/handle/raa/2039/1968_055.pdf?sequence=1,https://da.wikipedia.org/wiki/Birger_Nerman,raa.se,da,dansk,samla.raa.se,,2039,True,404.0,,0.074026,True,RAA DSpace XMLUI migration,https://samla.raa.se/discover?query=1968_055.pdf%3Fsequence%3D1
da,Stednavn,http://samla.raa.se/xmlui/bitstream/handle/raa/2729/1992_241.pdf?sequence=1,https://da.wikipedia.org/wiki/Stednavn,raa.se,da,dansk,samla.raa.se,,1992,True,404.0,,0.074188,True,RAA DSpace XMLUI migration,https://samla.raa.se/discover?query=1992_241.pdf%3Fsequence%3D1
da,Stednavn,http://samla.raa.se/xmlui/bitstream/handle/raa/3237/2010_061.pdf?sequence=1,https://da.wikipedia.org/wiki/Stednavn,raa.se,da,dansk,samla.raa.se,,2010,True,404.0,,0.071499,True,RAA DSpace XMLUI migration,https://samla.raa.se/discover?query=2010_061.pdf%3Fsequence%3D1
da,Nils Åberg,http://samla.raa.se/xmlui/bitstream/handle/raa/643/1916_147.pdf?sequence=1,https://da.wikipedia.org/wiki/Nils_Åberg,raa.se,da,dansk,samla.raa.se,,1916,True,404.0,,0.080363,True,RAA DSpace XMLUI migration,https://samla.raa.se/discover?query=1916_147.pdf%3Fsequence%3D1
da,Nils Åberg,http://samla.raa.se/xmlui/bitstream/handle/raa/716/1921_063.pdf?sequence=1,https://da.wikipedia.org/wiki/Nils_Åberg,raa.se,da,dansk,samla.raa.se,,1921,True,404.0,,0.082303,True,RAA DSpace XMLUI migration,https://samla.raa.se/discover?query=1921_063.pdf%3Fsequence%3D1
da,Nils Åberg,http://samla.raa.se/xmlui/bitstream/handle/raa/730/1922_001.pdf?sequence=1,https://da.wikipedia.org/wiki/Nils_Åberg,raa.se,da,dansk,samla.raa.se,,1922,True,404.0,,0.086854,True,RAA DSpace XMLUI migration,https://samla.raa.se/discover?query=1922_001.pdf%3Fsequence%3D1
da,Nils Åberg,http://samla.raa.se/xmlui/bitstream/handle/raa/931/1930_351.pdf?sequence=1,https://da.wikipedia.org/wiki/Nils_Åberg,raa.se,da,dansk,samla.raa.se,,1930,True,404.0,,0.075759,True,RAA DSpace XMLUI migration,https://samla.raa.se/discover?query=1930_351.pdf%3Fsequence%3D1
da,Nils Åberg,http://samla.raa.se/xmlui/bitstream/handle/raa/984/1932_052.pdf?sequence=1,https://da.wikipedia.org/wiki/Nils_Åberg,raa.se,da,dansk,samla.raa.se,,1932,True,404.0,,0.077653,True,RAA DSpace XMLUI migration,https://samla.raa.se/discover?query=1932_052.pdf%3Fsequence%3D1
da,Nils Åberg,http://samla.raa.se/xmlui/bitstream/handle/raa/1021/1933_246.pdf?sequence=1,https://da.wikipedia.org/wiki/Nils_Åberg,raa.se,da,dansk,samla.raa.se,,1933,True,404.0,,0.080956,True,RAA DSpace XMLUI migration,https://samla.raa.se/discover?query=1933_246.pdf%3Fsequence%3D1
da,Nils Åberg,http://samla.raa.se/xmlui/bitstream/handle/raa/1090/1935_164.pdf?sequence=1,https://da.wikipedia.org/wiki/Nils_Åberg,raa.se,da,dansk,samla.raa.se,,1935,True,404.0,,0.080308,True,RAA DSpace XMLUI migration,https://samla.raa.se/discover?query=1935_164.pdf%3Fsequence%3D1
da,Nils Åberg,http://samla.raa.se/xmlui/bitstream/handle/raa/1102/1935_321.pdf?sequence=1,https://da.wikipedia.org/wiki/Nils_Åberg,raa.se,da,dansk,samla.raa.se,,1935,True,404.0,,0.079956,True,RAA DSpace XMLUI migration,https://samla.raa.se/discover?query=1935_321.pdf%3Fsequence%3D1
da,Nils Åberg,http://samla.raa.se/xmlui/bitstream/handle/raa/1259/1940_103.pdf?sequence=1,https://da.wikipedia.org/wiki/Nils_Åberg,raa.se,da,dansk,samla.raa.se,,1940,True,404.0,,0.075759,True,RAA DSpace XMLUI migration,https://samla.raa.se/discover?query=1940_103.pdf%3Fsequence%3D1
da,Nils Åberg,http://samla.raa.se/xmlui/bitstream/handle/raa/1433/1945_251.pdf?sequence=1,https://da.wikipedia.org/wiki/Nils_Åberg,raa.se,da,dansk,samla.raa.se,,1945,True,404.0,,0.07862,True,RAA DSpace XMLUI migration,https://samla.raa.se/discover?query=1945_251.pdf%3Fsequence%3D1
da,Nils Åberg,http://samla.raa.se/xmlui/bitstream/handle/raa/1455/1946_011.pdf?sequence=1,https://da.wikipedia.org/wiki/Nils_Åberg,raa.se,da,dansk,samla.raa.se,,1946,True,404.0,,0.085133,True,RAA DSpace XMLUI migration,https://samla.raa.se/discover?query=1946_011.pdf%3Fsequence%3D1
da,Nils Åberg,http://samla.raa.se/xmlui/bitstream/handle/raa/1456/1946_031.pdf?sequence=1,https://da.wikipedia.org/wiki/Nils_Åberg,raa.se,da,dansk,samla.raa.se,,1946,True,404.0,,0.080079,True,RAA DSpace XMLUI migration,https://samla.raa.se/discover?query=1946_031.pdf%3Fsequence%3D1
da,Nils Åberg,http://samla.raa.se/xmlui/bitstream/handle/raa/1474/1947_001.pdf?sequence=1,https://da.wikipedia.org/wiki/Nils_Åberg,raa.se,da,dansk,samla.raa.se,,1947,True,404.0,,0.083934,True,RAA DSpace XMLUI migration,https://samla.raa.se/discover?query=1947_001.pdf%3Fsequence%3D1
da,Nils Åberg,http://samla.raa.se/xmlui/bitstream/handle/raa/1487/1947_257.pdf?sequence=1,https://da.wikipedia.org/wiki/Nils_Åberg,raa.se,da,dansk,samla.raa.se,,1947,True,404.0,,0.078981,True,RAA DSpace XMLUI migration,https://samla.raa.se/discover?query=1947_257.pdf%3Fsequence%3D1
da,Nils Åberg,http://samla.raa.se/xmlui/bitstream/handle/raa/1515/1948_034.pdf?sequence=1,https://da.wikipedia.org/wiki/Nils_Åberg,raa.se,da,dansk,samla.raa.se,,1948,True,404.0,,0.082492,True,RAA DSpace XMLUI migration,https://samla.raa.se/discover?query=1948_034.pdf%3Fsequence%3D1
da,Nils Åberg,http://samla.raa.se/xmlui/bitstream/handle/raa/1520/1948_111.pdf?sequence=1,https://da.wikipedia.org/wiki/Nils_Åberg,raa.se,da,dansk,samla.raa.se,,1948,True,404.0,,0.085245,True,RAA DSpace XMLUI migration,https://samla.raa.se/discover?query=1948_111.pdf%3Fsequence%3D1
da,Nils Åberg,http://samla.raa.se/xmlui/bitstream/handle/raa/1529/1948_274.pdf?sequence=1,https://da.wikipedia.org/wiki/Nils_Åberg,raa.se,da,dansk,samla.raa.se,,1948,True,404.0,,0.075342,True,RAA DSpace XMLUI migration,https://samla.raa.se/discover?query=1948_274.pdf%3Fsequence%3D1
da,Nils Åberg,http://samla.raa.se/xmlui/bitstream/handle/raa/1553/1949_193.pdf?sequence=1,https://da.wikipedia.org/wiki/Nils_Åberg,raa.se,da,dansk,samla.raa.se,,1949,True,404.0,,0.074479,True,RAA DSpace XMLUI migration,https://samla.raa.se/discover?query=1949_193.pdf%3Fsequence%3D1
da,Nils Åberg,http://samla.raa.se/xmlui/bitstream/handle/raa/1135/1936_264.pdf?sequence=1,https://da.wikipedia.org/wiki/Nils_Åberg,raa.se,da,dansk,samla.raa.se,,1936,True,404.0,,0.082356,True,RAA DSpace XMLUI migration,https://samla.raa.se/discover?query=1936_264.pdf%3Fsequence%3D1
da,Republikken Novgorod,http://samla.raa.se/xmlui/bitstream/handle/raa/2394/1980_015.pdf?sequence=1,https://da.wikipedia.org/wiki/Republikken_Novgorod,raa.se,da,dansk,samla.raa.se,,1980,True,404.0,,0.082752,True,RAA DSpace XMLUI migration,https://samla.raa.se/discover?query=1980_015.pdf%3Fsequence%3D1
da,Finsk-ugriske folkeslag,http://samla.raa.se/xmlui/bitstream/handle/raa/974/1931_352.pdf?sequence=1,https://da.wikipedia.org/wiki/Finsk-ugriske_folkeslag,raa.se,da,dansk,samla.raa.se,,1931,True,404.0,,0.078042,True,RAA DSpace XMLUI migration,https://samla.raa.se/discover?query=1931_352.pdf%3Fsequence%3D1
da,Væringer,http://samla.raa.se/xmlui/bitstream/handle/raa/2368/1979_151.pdf?sequence=1,https://da.wikipedia.org/wiki/Væringer,raa.se,da,dansk,samla.raa.se,,1979,True,404.0,,0.0768,True,RAA DSpace XMLUI migration,https://samla.raa.se/discover?query=1979_151.pdf%3Fsequence%3D1
da,Væringer,http://samla.raa.se/xmlui/bitstream/handle/raa/2294/1976_175.pdf?sequence=1,https://da.wikipedia.org/wiki/Væringer,raa.se,da,dansk,samla.raa.se,,1976,True,404.0,,0.079622,True,RAA DSpace XMLUI migration,https://samla.raa.se/discover?query=1976_175.pdf%3Fsequence%3D1
da,Samer,http://samla.raa.se/xmlui/bitstream/handle/raa/2924/1999_073.pdf?sequence=1,https://da.wikipedia.org/wiki/Samer,raa.se,da,dansk,samla.raa.se,,1999,True,404.0,,0.077811,True,RAA DSpace XMLUI migration,https://samla.raa.se/discover?query=1999_073.pdf%3Fsequence%3D1
da,Staraja Ladoga,http://samla.raa.se/xmlui/bitstream/handle/raa/2452/1982_170.pdf?sequence=1,https://da.wikipedia.org/wiki/Staraja_Ladoga,raa.se,da,dansk,samla.raa.se,,1982,True,404.0,,0.080598,True,RAA DSpace XMLUI migration,https://samla.raa.se/discover?query=1982_170.pdf%3Fsequence%3D1
da,Staraja Ladoga,http://samla.raa.se/xmlui/bitstream/handle/raa/3081/2004_183.pdf?sequence=1,https://da.wikipedia.org/wiki/Staraja_Ladoga,raa.se,da,dansk,samla.raa.se,,2004,True,404.0,,0.07401,True,RAA DSpace XMLUI migration,https://samla.raa.se/discover?query=2004_183.pdf%3Fsequence%3D1
da,Oscar Montelius,http://samla.raa.se/xmlui/bitstream/handle/raa/2792/1994_023.pdf?sequence=1,https://da.wikipedia.org/wiki/Oscar_Montelius,raa.se,da,dansk,samla.raa.se,,1994,True,404.0,,0.076507,True,RAA DSpace XMLUI migration,https://samla.raa.se/discover?query=1994_023.pdf%3Fsequence%3D1
da,Vendeltiden,http://samla.raa.se/xmlui/bitstream/handle/raa/685/1919_001.pdf?sequence=1,https://da.wikipedia.org/wiki/Vendeltiden,raa.se,da,dansk,samla.raa.se,,1919,True,404.0,,0.081015,True,RAA DSpace XMLUI migration,https://samla.raa.se/discover?query=1919_001.pdf%3Fsequence%3D1
da,Vendeltiden,http://samla.raa.se/xmlui/bitstream/handle/raa/2978/2001_039.pdf?sequence=1,https://da.wikipedia.org/wiki/Vendeltiden,raa.se,da,dansk,samla.raa.se,,2001,True,404.0,,0.078408,True,RAA DSpace XMLUI migration,https://samla.raa.se/discover?query=2001_039.pdf%3Fsequence%3D1
da,Vendeltiden,http://samla.raa.se/xmlui/bitstream/handle/raa/3103/2005_245.pdf?sequence=1,https://da.wikipedia.org/wiki/Vendeltiden,raa.se,da,dansk,samla.raa.se,,2005,True,404.0,,0.085581,True,RAA DSpace XMLUI migration,https://samla.raa.se/discover?query=2005_245.pdf%3Fsequence%3D1
da,Vendeltiden,http://samla.raa.se/xmlui/bitstream/handle/raa/1753/1956_148.pdf?sequence=1,https://da.wikipedia.org/wiki/Vendeltiden,raa.se,da,dansk,samla.raa.se,,1956,True,404.0,,0.078352,True,RAA DSpace XMLUI migration,https://samla.raa.se/discover?query=1956_148.pdf%3Fsequence%3D1
da,Vendeltiden,http://samla.raa.se/xmlui/bitstream/handle/raa/1963/1964_293.pdf?sequence=1,https://da.wikipedia.org/wiki/Vendeltiden,raa.se,da,dansk,samla.raa.se,,1963,True,404.0,,0.070933,True,RAA DSpace XMLUI migration,https://samla.raa.se/discover?query=1964_293.pdf%3Fsequence%3D1
da,Vendeltiden,http://samla.raa.se/xmlui/bitstream/handle/raa/2017/1967_093.pdf?sequence=1,https://da.wikipedia.org/wiki/Vendeltiden,raa.se,da,dansk,samla.raa.se,,2017,True,404.0,,0.076792,True,RAA DSpace XMLUI migration,https://samla.raa.se/discover?query=1967_093.pdf%3Fsequence%3D1
da,Vendeltiden,http://samla.raa.se/xmlui/bitstream/handle/raa/2039/1968_055.pdf?sequence=1,https://da.wikipedia.org/wiki/Vendeltiden,raa.se,da,dansk,samla.raa.se,,2039,True,404.0,,0.077106,True,RAA DSpace XMLUI migration,https://samla.raa.se/discover?query=1968_055.pdf%3Fsequence%3D1
da,Vendeltiden,http://samla.raa.se/xmlui/bitstream/handle/raa/2069/1969_090.pdf?sequence=1,https://da.wikipedia.org/wiki/Vendeltiden,raa.se,da,dansk,samla.raa.se,,2069,True,404.0,,0.086719,True,RAA DSpace XMLUI migration,https://samla.raa.se/discover?query=1969_090.pdf%3Fsequence%3D1
da,Vendeltiden,http://samla.raa.se/xmlui/bitstream/handle/raa/2429/1981_008.pdf?sequence=1,https://da.wikipedia.org/wiki/Vendeltiden,raa.se,da,dansk,samla.raa.se,,1981,True,404.0,,0.081423,True,RAA DSpace XMLUI migration,https://samla.raa.se/discover?query=1981_008.pdf%3Fsequence%3D1
da,Vendeltiden,http://samla.raa.se/xmlui/bitstream/handle/raa/1487/1947_257.pdf?sequence=1,https://da.wikipedia.org/wiki/Vendeltiden,raa.se,da,dansk,samla.raa.se,,1947,True,404.0,,0.08106,True,RAA DSpace XMLUI migration,https://samla.raa.se/discover?query=1947_257.pdf%3Fsequence%3D1
da,Vendeltiden,http://samla.raa.se/xmlui/bitstream/handle/raa/1515/1948_034.pdf?sequence=1,https://da.wikipedia.org/wiki/Vendeltiden,raa.se,da,dansk,samla.raa.se,,1948,True,404.0,,0.073012,True,RAA DSpace XMLUI migration,https://samla.raa.se/discover?query=1948_034.pdf%3Fsequence%3D1
da,Vendeltiden,http://samla.raa.se/xmlui/bitstream/handle/raa/1520/1948_111.pdf?sequence=1,https://da.wikipedia.org/wiki/Vendeltiden,raa.se,da,dansk,samla.raa.se,,1948,True,404.0,,0.080539,True,RAA DSpace XMLUI migration,https://samla.raa.se/discover?query=1948_111.pdf%3Fsequence%3D1
da,Vendeltiden,http://samla.raa.se/xmlui/bitstream/handle/raa/1553/1949_193.pdf?sequence=1,https://da.wikipedia.org/wiki/Vendeltiden,raa.se,da,dansk,samla.raa.se,,1949,True,404.0,,0.074557,True,RAA DSpace XMLUI migration,https://samla.raa.se/discover?query=1949_193.pdf%3Fsequence%3D1
